payee_name,agency,zip_code,amount,payment_description
FOOD & FRIENDS INC,NON-DEPARTMENTAL,20011,5000,COUNCIL COMMUNITY ACTION GRANT
FOOD & FRIENDS INC,NON-DEPARTMENTAL,20011,70000,DISCRETIONARY GRANT AWARDS
FOOD & FRIENDS INC,NON-DEPARTMENTAL,20011,3000,COUNCIL COMMUNITY ACTION GRANT
FOOD & FRIENDS INC,NON-DEPARTMENTAL,20011,6000,COUNCIL COMMUNITY ACTION GRANT
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,211482.37,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,40394.62,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,71915.97,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,13062.84,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,74144.2,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,106055.8,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,9505.52,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,3542.43,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,477491,OTHER OPERATING CONTRACT SERVICES
EMH ENVIRONMENTAL INC,PUBLIC WORKS & TRANSPORTATION,21738,3405,OTHER OPERATING CONTRACT SERVICES
DENISON LANDSCAPING & NURSERY,PUBLIC WORKS & TRANSPORTATION,20744,8500,OTHER OPERATING CONTRACT SERVICES
DENISON LANDSCAPING & NURSERY,PUBLIC WORKS & TRANSPORTATION,20744,80295,OTHER OPERATING CONTRACT SERVICES
DENISON LANDSCAPING & NURSERY,PUBLIC WORKS & TRANSPORTATION,20744,23412.5,OTHER OPERATING CONTRACT SERVICES
DENISON LANDSCAPING & NURSERY,PUBLIC WORKS & TRANSPORTATION,20744,17700,OTHER OPERATING CONTRACT SERVICES
DENISON LANDSCAPING & NURSERY,PUBLIC WORKS & TRANSPORTATION,20744,5750,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,4045,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,3669,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,4168,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,3817,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,3291,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,2099,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,-3817,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,3817,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,3467,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,4610,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,-4610,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,4610,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,4984,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,5988,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,6878,OTHER OPERATING CONTRACT SERVICES
COUNSELING PLUS INC,HEALTH,20910,2984,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,14089.2,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,7403.45,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,110911,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,100138.37,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,18503.84,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,26503.15,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,18457.15,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,40784.4,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,83882.24,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,85640.77,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,86184.22,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,25898,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,27190,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,32402,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,110995.34,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,93006.24,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,100167.6,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,7985.78,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,8010.49,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,8552.11,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,8269.26,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,7248.1,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,9096.6,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,4066.21,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,4238.6,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,4156.55,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,4011.04,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,5145.48,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,4114.01,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,11123.81,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,8656.78,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,11117.5,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,11667.42,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,5393.35,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,12522.66,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,19643,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,31793,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,34634,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,10946.14,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,9800.35,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,2690.25,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,3155.95,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,49218,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,25402,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,8086.68,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,6472.65,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,84234.35,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,73451.19,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,7819.44,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,87476.83,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,28213,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,-5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,5907.22,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,8407.6,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,33401,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,35140,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5973,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,20291,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,POLICE,20904,5977,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,28348.73,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,28587,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,27302.91,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,26006.02,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,27306.48,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,25634.8,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,30047.85,OTHER OPERATING CONTRACT SERVICES
AFFILIATED SANTE GROUP,HEALTH,20904,1842,OTHER OPERATING CONTRACT SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,31882,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,662,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,2466,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1141,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,279,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,353,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,800,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,2603,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1234,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1662.26,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,2959,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,12674,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,2869.08,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,540.4,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,150,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1260.35,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,385,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,962,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,1097,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,7313,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,36319,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,625,JANITORIAL SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,385,JANITORIAL SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,-6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18783,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,4830.91,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13952.09,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,161718,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,197.25,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,375,JANITORIAL SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,681,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,225,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,862,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,500,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,481,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,43632,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,13614,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,150,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,18633,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,8285,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,11734,JANITORIAL SERVICES
BRADCORP SERVICES,CENTRAL SERVICES,20784,1814,JANITORIAL SERVICES
BRADCORP SERVICES,CORRECTIONS,20784,6984,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,8342.64,CONSTRUCTION
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,2387.68,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,947.17,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,1699.7,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,543.15,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,325,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,7096.87,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,637.5,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,490.74,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,6051.28,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,100,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,846.82,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,285,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,1160.19,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,2237.21,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,4342.46,BUILDING REPAIR & MAINTENANCE SUPPLIES
LIGHTING MAINTENANCE INC,CENTRAL SERVICES,21090,693.47,BUILDING REPAIR & MAINTENANCE SUPPLIES
DISTRICT HEALTHCARE,HEALTH,20706,149296,LABORATORY SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6492.8,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,19507.2,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,3956.6,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6552.8,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,15381.15,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,9271.6,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,HEALTH,20706,185400,LABORATORY SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6717.5,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,9281.5,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,9367.25,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6198.15,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6158.2,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6338.05,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,379.6,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,9201.1,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6442.95,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,9233.45,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,9098.1,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,6912.45,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,2422.35,OTHER OPERATING CONTRACT SERVICES
DISTRICT HEALTHCARE,FAMILY SERVICES,20706,4265.8,OTHER OPERATING CONTRACT SERVICES
